LATITUDE,LONGITUDE,POST_CODE,POOL_NAME,WEBSITE
53.602,-2.32624,BL8 1PU,Stables Fitness & Leisure Club,http://www.lavenderhotels.co.uk
52.98333,-3.06271,LL14 3HL,Plas Madoc Leisure Centre,http://www.wrexham.gov.uk
53.47881,-2.25049,M3 3JU,Bannatyne Health Club (Manchester Quay Street),http://www.bannatyne.co.uk/health-club/manchester-quay-st
53.52901,-2.27149,M25 1ES,Ivy Bank Swim School,tel:01617732629
53.47784,-2.24765,M2 5GP,Sienna For Body And Mind,http://www.siennaspa.co.uk
53.09472,-2.44869,CW1 2BB,Crewe Lifestyle Centre,http://everybody.org.uk/locations/crewe/swimming-lessons/
53.47711,-2.24506,M60 2DS,The Midland,http://www.qhotels.co.uk
53.14547,-2.37421,CW11 1FH,Sandbach Leisure Centre,http://everybody.org.uk/centres/sblc/
53.4755,-2.24327,M1 5FW,Bannatyne Health Club (Manchester Chepstow St),http://www.bannatyne.co.uk/health-club/manchester-chepstow-st/
53.48105,-2.24357,M2 4LQ,Sports Direct Fitness (manchester),tel:08437771127
53.81869,-3.04792,FY1 3ER,Reform Health Studio,http://www.reformhealthclub.co.uk
53.72248,-2.48002,BB3 0PR,Splash (Riverside),http://www.thehub-riverside.co.uk/splash/
53.14286,-2.37077,CW11 3NS,Sandbach School,http://www.sandbachschool.cheshire.sch.uk
53.82396,-3.001,FY3 0AX,Blackpool Newton Hall Indoor Bowls Club,#
53.48518,-2.24075,M4 2BS,Manchester Printworks Fitness & Wellbeing Centre,http://www.nuffieldhealth.com/gyms/manchester-printworks/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.51933,-2.25465,M8 4HU,Park Swim School,http://www.parkswimschool.com
53.46888,-2.2352,M13 9SS,Manchester Aquatics Centre,http://www.better.org.uk/leisure-centre/manchester/manchester-aquatics-centre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.48949,-2.24104,M4 4EW,Pace Health Club & Nu Spa,http://www.pacehealthandnuspa.co.uk
53.47625,-2.23654,M1 3NR,Bannatyne Health Club (Manchester Whitworth St),http://www.bannatyne.co.uk/health-club/manchester-whitworth-st/
53.59305,-2.3013,BL9 0EZ,Castle Leisure Centre,http://www.bury.gov.uk/index.aspx?articleid=11378
53.48216,-2.23689,M4 1SH,Spindles Health & Leisure (manchester),http://www.britanniahotels.com
53.09633,-2.43115,CW1 6DG,Total Fitness (Crewe),http://www.totalfitness.co.uk/clubs/crewe/
53.48009,-2.23525,M1 6DP,Just Gym (manchester),http://www.thistlehotels.com
53.80766,-2.72202,PR3 5JB,Marriott Leisure Club (preston),http://www.marriottleisure.co.uk
53.59013,-2.29513,BL9 0BT,DW Fitness First (Bury),http://www.dwfitnessfirst.com/find-a-gym/bury/
53.40799,-2.22044,M20 5PG,Nuffield Health Manchester Didsbury,http://www.nuffieldhealth.com/gyms/didsbury/services/swimming-lessons/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.40374,-2.22018,M20 5WZ,Waterside Hotel & Leisure Club,http://www.watersidehotel.co.uk
53.75479,-2.53361,BB2 6QU,Westholme School,http://www.westholmeschool.com
53.32727,-2.22785,SK9 1BU,Wilmslow Leisure Centre,http://everybody.org.uk/centres/wlc/
53.37765,-2.21842,SK8 3FL,David Lloyd Club (Cheadle),http://www.davidlloyd.co.uk
53.82729,-3.05458,FY1 2HB,The Club And Spa At The Imperial Hotel Blackpool,http://www.thehotelcollection.co.uk
53.35808,-2.21689,SK9 3LD,Hallmark Health Club (manchester),http://www.hallmarkhotels.co.uk
53.51239,-2.23576,M8 5UF,Abraham Moss Leisure Centre,http://www.better.org.uk/leisure-centre/manchester/abraham-moss/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.35967,-2.21403,SK8 6RQ,Seashell Trust Centre,http://www.seashelltrust.org.uk
53.8299,-3.05481,FY1 2JQ,Grand Hotel Blackpool,http://www.britanniahotels.com/hotels/grand-hotel-blackpool/health-leisure
53.38609,-2.2098,SK8 1HW,Village Gym (Cheadle),http://www.villagegym.co.uk/locations/cheadle/
53.33748,-2.21663,SK9 2GH,Energie Fitness Club (wilmslow),http://www.energiefitnessclubs.com
53.09318,-2.41713,CW1 5NW,Bannatyne Health Club (Crewe),http://www.bannatyne.co.uk/health-club/crewe/
53.38711,-2.20895,SK8 1JR,Life Leisure Cheadle,http://www.lifeleisure.net/our-centres/cheadle/
53.59059,-2.27617,BL9 7BQ,Velocity Health & Fitness (Manchester Bury),http://www.village-hotels.co.uk
53.7476,-2.48687,BB2 1LQ,Blackburn Sports Leisure Centre,http://bwdleisure.com/our-centres/blackburn-leisure-centre/
53.72746,-2.44616,BB1 2EE,DW Fitness First (Blackburn),http://www.dwfitnessfirst.com/find-a-gym/blackburn/
52.95525,-2.88007,LL13 0LU,Maelor Swimming Pool,http://www.maelorschool.org.uk/swimming-pool-summer-2018-opening-times-and-prices/162
53.75339,-2.49596,BB2 6DF,Queen Elizabeth's Grammar School,http://www.qegs.blackburn.sch.uk
52.97987,-2.68997,SY13 4HA,Vital Health & Wellbeing (hill Valley Hotel),http://www.macdonaldhotels.co.uk/hillvalley
53.84468,-2.97782,FY6 8JP,Gymetc. (poulton Le Fylde),http://www.gymetc.co.uk
53.65193,-2.32335,BL0 9DS,The Old Mill Hotel And Leisure Club,http://www.lavenderhotels.co.uk/the-old-mill
53.35,-2.19699,SK9 3PE,Total Fitness (Wilmslow),http://www.totalfitness.co.uk/clubs/wilmslow/
53.36858,-2.19379,SK8 6EF,Cheadle Hulme School,http://www.cheadlehulmeschool.co.uk
53.55492,-2.23442,M24 4TH,David Lloyd Club (Manchester North),http://www.davidlloyd.co.uk/clubs/manchester-north/
53.446162,-2.191612,M19 3PH,Arcadia Library And Leisure Centre,http://www.better.org.uk/leisure-centre/manchester/arcadia-leisure-centre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.6517,-2.316,BL0 0PT,Ramsbottom Swimming Pool & Fitness Centre,http://www.bury.gov.uk/index.aspx?articleid=11374
53.51286,-2.20905,M9 4DA,North City Family & Fitness Centre,http://www.better.org.uk/leisure-centre/manchester/north-city/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.08278,-2.40024,CW1 6UZ,Crewe Hall,http://www.qhotels.co.uk
53.47798,-2.19533,M11 3ND,East Manchester Leisure Centre,http://www.better.org.uk/leisure-centre/manchester/east-manchester/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.39985,-2.18374,SK3 0UP,Life Leisure Avondale,http://www.lifeleisure.net/our-centres/avondale/
53.75408,-2.47133,BB1 5HB,Half Fish Hq,http://www.half-fish-training.co.uk/half-fish-hq/
53.84956,-3.03349,FY2 0JG,Moor Park Health & Leisure Centre,http://www.blackpool.gov.uk/residents/sports-and-leisure/venues/moor-park-health-and-leisure-centre.aspx#ad-image-0
53.8533,-2.98589,FY6 7HJ,Poulton Ymca Swimming & Fitness Centre,http://ymcayactive.org/fitness-lifestyle/centres-facilities/
52.96834,-2.68158,SY13 1BA,Whitchurch Swimming Centre,https://www.shropshireleisurecentres.com/whitchurch-swimming-centre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
52.93801,-3.05465,LL14 5NF,Chirk Leisure & Activity Centre,http://www.freedom-leisure.co.uk/centres/chirk-leisure-and-activity-centre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.8584,-3.04837,FY2 9AA,Spindles Health & Leisure (Blackpool),http://www.britanniahotels.com
53.43603,-2.16575,SK5 6DD,Kingfisher Health Club (Reddish),http://www.kingfisherhealthclub.com
53.30895,-2.17729,SK10 4QT,Mottram Hall (Cheshire),tel:08712224686
53.40691,-2.16092,SK1 3TA,Life Leisure Grand Central,tel:01614747766
53.59619,-2.22788,OL10 4TW,Heywood Sports Village,http://www.link4life.org/heywoodvillage
53.55102,-2.19456,M24 1AG,Middleton Arena,http://www.link4life.org
53.43723,-2.15338,SK5 7HD,Reddish Vale Technology College,http://www.reddish.stockport.sch.uk
53.29116,-3.71697,LL29 7SP,Colwyn Leisure Centre,http://www.conwy.gov.uk
53.46513,-2.1519,M18 8RL,Wright Robinson Leisure,http://www.wrightrobinson.co.uk/leisure/
53.37244,-2.14472,SK7 5JW,Life Leisure Hazel Grove,http://www.lifeleisure.net/our-centres/hazel-grove/
53.09991,-2.31923,ST7 2HP,Alsager Leisure Centre,http://www.everybody.org.uk
53.38998,-2.14252,SK2 7AF,Stockport Grammar School,http://www.stockportgrammar.co.uk
53.52048,-2.16717,M40 3LN,Broadway Leisure Centre,http://www.manchestersportandleisure.org
52.91809,-3.02029,SY10 7BD,Saint Martins Sports Centre,http://www.shropshire.gov.uk
53.39892,-2.13462,SK2 6AG,Spindles Health & Leisure (stockport),http://www.britanniahotels.com
52.98696,-3.37111,LL21 9RW,Corwen Leisure Centre,http://www.denbighshireleisure.co.uk
53.27075,-2.1598,SK10 4AF,Macclesfield Leisure Centre,tel:01625383981
52.91209,-2.9065,SY12 9EU,Ellesmere Swimming Centre,tel:01691622027
53.75491,-2.38758,BB5 4EP,Hyndburn Leisure Centre,http://www.hyndburnleisure.co.uk
53.48683,-2.14042,M43 7XU,Active Medlock,http://www.activetameside.com
53.17213,-2.22126,CW12 1LB,Gymetc. (congleton),http://www.gymetc.co.uk
53.50768,-2.14632,M35 9HA,Failsworth Sports Centre,http://www.ocll.co.uk
52.91364,-3.0429,SY11 3EN,Lion Quays Leisure Club,http://www.lionquays.co.uk/spa-leisure/
52.91401,-3.04864,SY11 3EW,Moreton Hall School,http://www.moretonhall.com
53.58052,-2.17423,OL11 2XZ,Spa Naturel (Mercure Manchester Norton Grange Hotel And Spa),tel:01706630788
53.59565,-2.18209,OL11 3AF,Castleton Health and Leisure,https://www.rochdaleonline.co.uk/sites/castleton-health-and-leisure-centre
53.45475,-2.11838,M34 3GU,Active Denton,http://www.tamesidesportstrust.com
53.76822,-2.39019,BB5 5JP,Spa Naturel (Mercure Blackburn Dunkenhalgh Hotel And Spa),http://www.accorhotels.com
53.16486,-2.20821,CW12 1DT,Congleton Leisure Centre,tel:01260387717
53.3442,-2.11333,SK12 1PU,Poynton Leisure Centre,tel:01625876442
53.54762,-2.14157,OL9 0JW,Chadderton Wellbeing Centre,http://www.oclactive.co.uk
53.2794,-2.12788,SK10 2JP,The Tytherington Golf & Country Club,http://www.theclubcompany.com
53.70272,-2.2734,BB4 7SN,Marl Pits Leisure Centre,http://www.rltrust.co.uk
53.48608,-2.11384,OL7 0LY,Velocity Health & Fitness (Manchester Ashton),http://www.village-hotels.co.uk/hotels/manchester-ashton/
53.89613,-3.04528,FY7 8JW,Rossall School,http://www.rossall.org.uk
53.61822,-2.18492,OL11 5EF,Oulder Hill Leisure Complex,http://www.ohlc.co.uk
52.89521,-2.89189,SY12 9AB,Ellesmere College,http://www.ellesmere.com
53.78603,-2.40344,BB6 7AL,Mercer Hall Leisure Centre,http://www.hyndburnleisure.co.uk
53.41388,-2.09725,SK6 4BB,Life Leisure Romiley,http://www.lifeleisure.net/our-centres/romiley/
53.28897,-2.1174,SK10 5EX,Bollington Health And Leisure Centre,http://www.bollingtonleisure.co.uk
53.55801,-2.13769,OL2 5HX,DW Fitness First (Oldham),http://www.dwfitnessfirst.com/find-a-gym/oldham/
53.52949,-2.12258,OL8 4BX,Oldham Hulme Grammar Schools,http://www.hulme-grammar.oldham.sch.uk
53.25749,-2.12367,SK11 6JD,DW Fitness First (Macclesfield),http://www.dwfitnessfirst.com/find-a-gym/macclesfield/
53.5412233,-2.1189646,OL9 6AF,Oldham Leisure Centre,http://oclactive.co.uk/leisure_centres/new-oldham-leisure-centre/
53.48896,-2.098,OL6 7AN,Active Ashton,http://www.tamesidesportstrust.com/ashton_pools_index.htm
53.46471,-2.09161,SK14 4QG,Velocity Health & Fitness (Manchester Hyde),http://www.village-hotels.co.uk/hotels/manchester-hyde/
53.81139,-2.43172,BB7 9HY,Foxfields Country Hotel,http://www.hotels-blackburn.com
53.56644,-2.12172,OL2 6QZ,Royton Leisure Centre,tel:0161 207 7000
53.31543,-2.08738,SK10 5SB,The Club And Spa At The Shrigley Hall Hotel Golf And Country Club,http://www.thehotelcollection.co.uk
53.9069,-2.77756,PR3 1HT,Garstang Swimming Centre,http://www.fyldecoastymca.org
53.61839,-2.14951,OL16 2HZ,Rochdale Leisure Centre,http://www.link4life.org
53.44916,-2.06924,SK14 5PL,Active Hyde,http://www.activetameside.com/active-hyde/
53.29846,-3.80659,LL30 1RS,Bodysgallen Hall Hotel (Restaurant & Spa),http://www.bodysgallen.com
53.32135,-3.81687,LL30 1YR,Llandudno Swimming Centre,http://www.conwy.gov.uk
53.66407,-2.1749,OL12 8BT,Whitworth Leisure Centre,http://www.whitworthleisure.co.uk
53.84727,-2.47131,BB7 9PZ,Stonyhurst College & Sports Club,http://www.stonyhurst.ac.uk
53.32297,-3.82411,LL30 1AP,Mint Condition,http://www.theimperial.co.uk
53.92718,-3.01277,FY7 6HF,YMCA (Fleetwood),http://ymcayactive.org/fitness-lifestyle/centres-facilities/
53.47372,-2.04165,SK15 2RT,Gymetc. (stalybridge),http://www.gymetc.co.uk
53.11726,-2.16607,ST8 7HL,Biddulph Valley Leisure Centre,http://www.leisurecentre.com/biddulph-valley-leisure-centre/
52.85698,-3.0571,SY11 2SZ,Wynnstay Coach House Health & Fitness Club,http://www.wynnstayhotel.com
52.85401,-3.03806,SY11 4QB,Oswestry Leisure Centre,https://www.shropshireleisurecentres.com/oswestry-leisure-centre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.79936,-2.31683,BB12 8ED,Padiham Leisure Centre,http://www.burnleyleisure.co.uk
53.03925,-2.25159,ST5 7LP,Chesterton Community Sports College,http://www.ccsc.staffs.sch.uk
53.93413,-2.75099,PR3 1BA,Wyresdale Park,https://www.attitudeswimcoaching.org
53.49346,-2.03209,SK15 3ET,Active Copley,http://www.activetameside.com/active-copley/
53.07168,-2.19681,ST6 6JT,New Horizons Sport And Leisure Centre,http://www.stoke.gov.uk/directory_record/331545/new_horizons_sport_and_leisure
52.85891,-2.7265,SY4 5AP,Wem Swimming And Lifestyle Centre,http://www.wemswimmingandlifestylecentre.org.uk
53.0595,-2.20938,ST6 6BE,Everlast Fitness Club (Tunstall),http://www.everlastfitnessclubs.com/clubs/tunstall-stoke
53.28911,-3.85667,LL32 8GA,Langleys Country Club & Health Spa,http://www.aberconwy.co.uk
53.04761,-2.21192,ST6 4LJ,21st Century Leisure,http://www.21stcenturyleisure.co.uk
53.36775,-1.99857,SK22 4BP,New Mills Leisure Centre,http://www.leisurecentre.com/new-mills-leisure-centre
53.05048,-2.19901,ST6 4ET,Dimensions Leisure Centre,http://www.stoke.gov.uk
53.86867,-2.41203,BB7 3LA,Ribblesdale Pool,http://www.ribblevalley.gov.uk/pool
52.90262,-2.48242,TF9 1JT,Market Drayton Swimming & Fitness Centre,https://www.shropshireleisurecentres.com/market-drayton-swimming-fitness-centre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.13825,-3.7963,LL26 0LS,Llanrwst Swimming Pool,http://www.conwy.gov.uk
53.79135,-2.23893,BB11 2DL,St Peters Centre,http://burnleyleisure.co.uk/centres/st-peters-leisure-centre/
53.80134,-2.25346,BB12 0RT,Crow Wood Leisure,http://www.crowwood.com
53.32475,-1.98538,SK23 7HX,Whaley Bridge Primary School,http://www.wbps.org.uk
53.00823,-2.23181,ST5 2TF,Blackfriars School,http://www.bcfederation.co.uk
53.01242,-2.22238,ST5 1HG,Jubilee 2,http://www.newcastle-staffs.gov.uk/jubilee2/
53.02893,-2.19749,ST1 5PU,Waterworld (stoke-on-trent),http://www.waterworld.co.uk
53.54748,-2.00325,OL3 6HQ,Saddleworth Pool And Leisure Centre,http://www.ocll.co.uk
53.03182,-2.18911,ST1 5NZ,M Club Spa And Fitness (Hanley),http://mclubspaandfitness.co.uk
53.02651,-2.19593,ST1 5BQ,Leisure Club @ Stoke,#
53.0106,-2.21784,ST5 1DB,Newcastle Under Lyme School,http://www.nuls.org.uk
53.02584,-2.17984,ST1 5NB,Quality Fitness,http://www.quality-stokeontrent.com
53.71985,-2.10966,OL14 7DF,Todmorden Sports Centre,http://www.calderdale.gov.uk
53.44983,-1.95373,SK13 7DS,Glossop Pool,http://www.glossopswimmingpool.co.uk
53.81644,-2.2355,BB10 2LF,Oaks Leisure Club,http://www.lavenderhotels.co.uk
52.99722,-2.21145,ST4 6NW,M Club Spa And Fitness (Newcastle),http://mclubspaandfitness.co.uk
53.08758,-3.7989,LL24 0AR,The Waterloo Hotel,http://www.waterloo-hotel.info/leisure-and-beauty/
52.97826,-2.22436,ST5 4DL,You Fit Stoke,http://youfitclubs.co.uk/club/stoke/
53.34015,-1.93391,SK23 6ES,Peak School,#
53.00481,-2.16947,ST4 2RR,Fenton Manor Sports Complex And Shapes,http://www.stoke.gov.uk/fentonmanor
54.00651,-2.78836,LA1 4GJ,Sandpiper Leisure Club,http://www.elh.co.uk
52.9873,-2.17222,ST4 4TU,Stoke Fitness & Wellbeing Centre,http://www.nuffieldhealth.com/gyms/stoke/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
54.0101,-2.78526,LA1 4YE,Lancaster University Sports Centre,http://www.lancaster.ac.uk/sport/sports-centre/facilities/swimmingpool/
52.97106,-2.19303,ST4 8PQ,Trentham Community Sports Centre,http://www.trenthamacademy.co.uk/sports-centre/facilities-and-hire-options/
53.11027,-2.01969,ST13 6AT,Brough Park Leisure Centre,http://www.leisurecentre.com/brough-park-leisure-centre
53.25828,-1.91758,SK17 6BE,Buxton Swimming And Fitness Centre,http://www.leisurecentre.com/buxton-swimming-and-fitness-centre
52.90871,-3.6022,LL23 7SR,Canolfan Hamdden Penllyn,http://www.gwynedd.gov.uk
53.26098,-1.9154,SK17 6AG,The Club And Spa At The Palace Hotel - Buxton,http://www.thehotelcollection.co.uk
53.85649,-2.18069,BB8 9NP,Pendle Leisure Centre,http://www.pendleleisurecentre.co.uk
52.7609,-2.74675,SY4 3AG,Spa Naturel (Mercure Shrewsbury Albrighton Hall Hotel And Spa),http://www.accorhotels.com
53.92933,-2.28818,BB7 4LJ,Maree Leisure (Gisburn),http://www.mareeleisure.co.uk
52.97163,-2.10164,ST3 7AW,Sandon Primary Academy,http://www.sandonprimaryacademy.com/swimming-at-sandon
54.0552,-2.82273,LA1 5JS,Salt Ayre Sports Centre,http://www.lancaster.gov.uk
52.76241,-3.26885,SY22 5BJ,Llanfyllin Sports Centre,http://www.freedom-leisure.co.uk/centres/llanfyllin-sports-centre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.6236,-1.87839,HD7 5AB,Colne Valley Leisure Centre,http://www.kirkleesactive.co.uk
54.06386,-2.78672,LA1 3PE,3-1-5 Health Club,http://www.3-1-5.co.uk
54.07105,-2.87356,LA4 4DW,DW Fitness First (Morecambe),http://www.dwfitnessfirst.com/find-a-gym/morecambe/
54.07079,-2.77821,LA1 3RA,You Fit Lancaster,http://youfitclubs.co.uk/club/lancaster/
52.90804,-2.15558,ST15 8JS,Gust Swim School - Centre Of Excellence,http://www.swimteaching.co.uk
52.96829,-2.05956,ST11 9PW,Blythe Bridge High School And Sixth Form,http://www.blythebridge.staffs.sch.uk
52.72803,-2.71549,SY1 4RG,The Shrewsbury Club,http://www.theshrewsburyclub.co.uk
53.91146,-2.17822,BB18 5TB,West Craven Sports Centre,http://www.westcravensportscentre.co.uk
53.7072,-1.91042,HX6 3AB,Sowerby Bridge Swimming Pool And Fitness Centre,http://www.calderdale.gov.uk/leisure/sport-fitness/venue-detail.jsp?venue=6
53.62855,-1.85357,HD7 5UN,Club Titanic,http://www.titanicspa.com
52.70869,-2.91948,SY5 9EP,Castle Country Club,http://www.castlecountryclub.com
52.90072,-2.1458,ST15 8QW,Stone Leisure Centre,http://www.freedom-leisure.co.uk/centres/stonelc/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
52.70852,-2.7603,SY1 1RU,Quarry Swimming & Fitness Centre,https://www.shropshireleisurecentres.com/the-quarry-swimming-fitness-centre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
52.8875,-2.14195,ST15 0BQ,Stone House Hotel,http://www.bespokehotels.com/stonehousehotel
52.70279,-2.76362,SY3 7BA,Shrewsbury School,http://www.shrewsbury.org.uk
53.65393,-1.8367,HD3 4GN,Salendine Nook High School,http://www.snhs.kirklees.sch.uk
53.71165,-1.87813,HX3 0HG,Crossley Heath School,http://www.crossleyheath.calderdale.sch.uk
52.98383,-1.98244,ST10 1HJ,South Moorlands Leisure Centre,http://www.leisurecentre.com/south-moorlands-leisure-centre
52.77193,-2.37727,TF10 7LH,Newport Swimming Pool,http://www.telfordandwrekinleisure.co.uk/newport
52.69206,-2.74991,SY2 6QQ,Bannatyne Health Club (Shrewsbury),http://www.bannatyne.co.uk/health-club/shrewsbury/
53.58149,-1.78097,HD9 3JL,Holmfirth Pool And Fitness Centre,http://www.kal.org.uk/holmfirth
52.99212,-3.93597,LL41 3DW,Blaenau Ffestiniog Swimming Pool,http://www.gwynedd.gov.uk
53.05875,-1.88309,ST10 3HY,Waterhouses C Of E Primary School,http://www.staffordshire.schooljotter.com/waterhouses
53.23315,-4.1225,LL57 2SD,Bangor Swimming Pool,http://www.gwynedd.gov.uk
53.72505,-1.85099,HX3 9XQ,DW Fitness First (Halifax),http://www.dwfitnessfirst.com/find-a-gym/halifax/
53.64351,-1.78959,HD1 4BP,Huddersfield Leisure Centre,http://www.huddersfieldleisure.co.uk/
54.108967,-3.218894,LA14 1YE,Barrow In Furness Fitness & Wellbeing Centre,http://www.nuffieldhealth.com/gyms/barrow-in-furness/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.645792,-1.785035,HD5 9AJ,DW Fitness First (Huddersfield),http://www.dwfitnessfirst.com/find-a-gym/huddersfield/
54.11078,-3.23306,LA14 2GN,DW Fitness First (Barrow),http://www.dwfitnessfirst.com/find-a-gym/barrow-in-furness/
54.12522,-2.76149,LA5 9LS,Carnforth Swimming Pool,http://www.lancaster.gov.uk/carnforthpool
54.11635,-3.2122,LA13 9DT,Life Leisure Barrow Park,http://www.lifeleisurebarrowpark.com
53.21775,-4.14283,LL57 4TJ,DW Fitness First (Bangor),http://www.dwfitnessfirst.com/find-a-gym/bangor/
54.11462,-2.63921,LA2 8LH,Lune Valley Swimming Pool,http://www.lunevalleypool.com/
52.66522,-3.13417,SY21 7DH,Flash Leisure Centre,http://www.freedom-leisure.co.uk/centres/flash-leisure-centre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
52.69885,-2.51858,TF1 1LX,Wellington Civic & Leisure Centre,http://www.telfordandwrekinleisure.co.uk/wellington
53.65465,-1.76892,HD1 6PG,Stadium Health & Fitness Club,http://www.kal.org.uk/stadium
53.66609,-1.77132,HD2 1DJ,North Huddersfield Trust School,http://www.nhtschool.co.uk
52.70163,-2.4856,TF1 5NU,Hadley Learning Community,http://www.hadleylearningcommunity.org.uk
52.69617,-2.50275,TF1 2NJ,Life@whitehouse (telford),http://www.whitehousehotels.com
52.70825,-2.44489,TF2 7AB,Oakengates Leisure Centre,http://www.telfordandwrekinleisure.co.uk/oakengates
53.76871,-1.84241,BD13 1AB,Queensbury Swimming Pool,http://www.bradford.gov.uk/sport-and-activities/sports-centres-and-pools/queensbury-pool/
53.63854,-1.74516,HD5 8PQ,Almondbury Sports Centre,http://www.kirklees.gov.uk/almondburysc
54.13965,-2.72117,LA6 1AD,Capernwray Diving Centre,https://www.dive-site.co.uk/swimming/
53.70772,-1.77923,HD6 4AB,Brighouse Swimming Pool And Fitness Centre,http://www.calderdale.gov.uk/v2/sports-and-fitness/venues/brighouse-swimming-pool-and-fitness-centre
54.14846,-2.74539,LA6 1BH,South Lakeland Leisure Village,http://www.pure-leisure.co.uk/parks/south-lakeland-leisure-village/overview/
54.14363,-2.69639,LA6 1AG,Capernwray Hall,http://www.capernwray.org.uk
53.64523,-1.73205,HD5 0AL,Total Fitness (Huddersfield),http://www.totalfitness.co.uk/clubs/huddersfield/
53.7001,-1.75721,HD6 4HW,You Fit Leeds Brighouse,http://youfitclubs.co.uk/club/leedsbrighouse/
53.32921,-1.65389,S32 1DU,Hathersage Outdoor Swimming Pool,http://www.hathersageswimmingpool.co.uk
54.158,-3.18185,LA15 8DA,Dalton Leisure Centre,http://www.daltonleisurecentre.co.uk
52.68221,-2.45292,TF3 4AG,DW Fitness First (Telford),http://www.dwfitnessfirst.com/find-a-gym/telford/
52.68221,-2.45292,TF3 4AG,Telford Fitness & Wellbeing Centre,http://www.nuffieldhealth.com/gyms/telford/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
52.80569,-2.10837,ST16 3TA,Stafford Leisure Centre,http://www.freedom-leisure.co.uk/centres/staffordleisurecentre/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
54.17336,-2.92629,LA11 7BG,Abbot Hall Leisure Club,http://www.christianguild.co.uk/abbothall
53.21507,-1.6813,DE45 1DP,St Anselms School,http://www.stanselms.co.uk
54.07132,-2.29118,BD24 0DE,Giggleswick School,http://www.giggleswick.org.uk
52.6803,-2.4489,TF3 4NA,Pace Health Club (telford),http://www.rezidorparkinn.com
53.94484,-2.01278,BD23 2TA,The Leisure Club,http://www.rendezvous-skipton.com
53.9625,-2.04017,BD23 1UD,Craven Swimming Pool And Fitness Centre,http://www.cravendc.gov.uk/craven-leisure/swim/
52.678419,-2.445258,TF1 3BH,Wrekin College Sports Centre,http://www.wrekincollege.com
52.9598,-1.86805,ST14 5HN,Denstone College,http://www.denstonecollege.org
53.87343,-1.90102,BD21 3JN,The Leisure Centre Keighley,http://www.bradford.gov.uk/sport-and-activities/sports-centres-and-pools/the-leisure-centre-keighley/
54.0735,-2.28397,BD24 0BU,Settle Swimming Pool,http://www.settleswimmingpool.co.uk
53.21258,-1.67423,DE45 1ES,Bakewell Swimming Pool,http://www.freedom-leisure.co.uk/centres/bakewell-swimming-pool-and-gym/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
54.00117,-2.09936,BD23 3QE,Playaway Centre For Young People,http://www.playaway-centre.co.uk
54.01902,-2.13646,BD23 4AA,Newfield Hall,http://www.hfholidays.co.uk
52.67043,-2.44268,TF3 4EH,Holiday Inn Health Club (Telford / Ironbridge),http://www.southwatereventgroup.com
53.76049,-1.75971,BD12 0HQ,Sedbergh Sports and Leisure Centre,http://www.bradford.gov.uk/sport-and-activities/sports-centres-and-pools/sedbergh-sports-and-leisure-centre/
54.18567,-3.08667,LA12 9HT,Ulverston Leisure Centre,http://www.better.org.uk/leisure-centre/south-lakeland/ulverston/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.84709,-1.83959,BD16 2LF,Bingley Swimming Pool,http://www.bradford.gov.uk/sport-and-activities/sports-centres-and-pools/bingley-pool/
53.8314,-1.81973,BD16 1TZ,Cottingley Fitness & Wellbeing Centre,http://www.nuffieldhealth.com/gyms/cottingley/?utm_source=website&utm_medium=referral&utm_campaign=loveswimming
53.85579,-1.84603,BD16 2RS,Bingley Grammar School,http://www.bingleygrammar.org
54.19809,-2.89923,LA11 6ET,Netherwood Spa,http://www.netherwood-hotel.co.uk
53.48103,-1.60612,S36 1EG,Stocksbridge Community Leisure Centre,http://www.stocksbridgeclc.co.uk/
53.7908,-1.7664,BD7 1DP,University Of Bradford Sports Centre,http://www.brad.ac.uk/unique
52.67067,-2.37856,TF11 8HG,Haughton Hall Health Club,http://www.haughtonhall.com/leisure
53.81523,-1.78741,BD9 4BQ,St Bede's Catholic Grammar School,http://www.stbedes.ngfl.ac.uk
52.78631,-2.07041,ST17 0LJ,Walton High School,http://www.waltonstaffs.com
